order_number,site,carrier,gpu,cpu,ordered,case_on,motherboard_on,cpu_on,ram_on,memory_on,gpu_on,packaged,delivered
10953,Area 51,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/10/2021, 17:35:42","01/10/2021, 17:39:33","01/10/2021, 17:43:43","01/10/2021, 17:51:05","01/10/2021, 17:55:00","01/10/2021, 18:04:13","01/10/2021, 18:13:42","01/10/2021, 18:16:26","01/15/2021, 09:24:33"
10954,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/10/2021, 17:55:54","01/10/2021, 18:00:54","01/10/2021, 18:06:06","01/10/2021, 18:10:10","01/10/2021, 18:16:05","01/10/2021, 18:24:29","01/10/2021, 18:33:46","01/10/2021, 18:36:33","01/15/2021, 03:59:08"
10955,Aurora,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/10/2021, 18:38:51","01/10/2021, 18:45:41","01/10/2021, 18:51:17","01/13/2021, 10:15:38","01/13/2021, 10:18:21","01/13/2021, 10:25:07","01/13/2021, 10:32:49","01/13/2021, 10:37:13","01/17/2021, 06:56:48"
10956,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/10/2021, 19:07:26","01/10/2021, 19:12:17","01/10/2021, 19:17:51","01/10/2021, 19:24:41","01/10/2021, 19:29:09","01/10/2021, 19:35:54","01/10/2021, 19:46:03","01/10/2021, 19:54:12","01/18/2021, 18:32:51"
10957,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/10/2021, 19:15:31","01/10/2021, 19:19:46","01/10/2021, 19:24:57","01/10/2021, 19:36:07","01/10/2021, 19:40:37","01/10/2021, 19:47:56","01/10/2021, 19:56:08","01/10/2021, 19:59:36","01/17/2021, 17:53:48"
10958,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/10/2021, 19:42:17","01/10/2021, 19:46:43","01/10/2021, 19:50:03","01/10/2021, 20:03:16","01/10/2021, 20:08:44","01/10/2021, 20:17:05","01/10/2021, 20:28:51","01/10/2021, 20:32:59","01/15/2021, 21:41:22"
10959,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/10/2021, 19:54:04","01/10/2021, 20:00:35","01/10/2021, 20:04:44","01/10/2021, 20:15:20","01/10/2021, 20:20:17","01/10/2021, 20:28:39","01/10/2021, 20:38:02","01/10/2021, 20:53:20","01/17/2021, 11:54:37"
10960,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/10/2021, 19:56:19","01/10/2021, 20:01:21","01/10/2021, 20:06:23","01/10/2021, 20:16:23","01/10/2021, 20:21:22","01/10/2021, 20:29:23","01/10/2021, 20:39:50","01/10/2021, 20:43:18","01/14/2021, 04:36:24"
10961,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/10/2021, 20:17:31","01/10/2021, 20:22:47","01/10/2021, 20:25:51","01/13/2021, 10:22:11","01/13/2021, 10:26:05","01/13/2021, 10:34:36","01/13/2021, 10:43:35","01/13/2021, 10:47:40","01/21/2021, 03:17:17"
10962,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/10/2021, 20:42:20","01/10/2021, 20:46:31","01/10/2021, 20:51:24","01/10/2021, 21:01:28","01/10/2021, 21:05:24","01/10/2021, 21:11:58","01/10/2021, 21:21:57","01/10/2021, 21:28:40","01/14/2021, 23:01:29"
10963,Aurora,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/10/2021, 20:52:08","01/10/2021, 20:56:07","01/10/2021, 21:00:46","01/10/2021, 21:06:25","01/11/2021, 19:42:42","01/11/2021, 19:51:52","01/11/2021, 20:03:49","01/11/2021, 20:06:58","01/17/2021, 10:49:18"
10964,Aurora,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/10/2021, 21:03:30","01/10/2021, 21:09:22","01/10/2021, 21:14:08","01/10/2021, 21:21:32","01/10/2021, 21:26:37","01/10/2021, 21:34:34","01/10/2021, 21:44:15","01/10/2021, 21:47:54","01/16/2021, 18:10:03"
10965,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/10/2021, 21:04:58","01/10/2021, 21:10:34","01/10/2021, 21:15:48","01/10/2021, 21:27:15","01/10/2021, 21:30:32","01/10/2021, 21:39:11","01/10/2021, 21:48:58","01/10/2021, 21:51:49","01/18/2021, 14:46:15"
10966,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/10/2021, 21:11:19","01/10/2021, 21:19:39","01/10/2021, 21:24:00","01/10/2021, 21:30:44","01/10/2021, 21:34:47","01/10/2021, 21:44:03","01/10/2021, 21:54:46","01/10/2021, 21:58:22","01/18/2021, 11:34:24"
10967,Area 51,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/10/2021, 21:14:08","01/10/2021, 21:17:36","01/10/2021, 21:22:54","01/10/2021, 21:31:40","01/10/2021, 21:34:22","01/10/2021, 21:42:54","01/10/2021, 21:54:16","01/10/2021, 21:58:28","01/16/2021, 17:53:56"
10968,Area 51,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/10/2021, 21:29:22","01/10/2021, 21:35:29","01/10/2021, 21:40:38","01/10/2021, 21:44:51","01/10/2021, 21:48:22","01/10/2021, 21:56:25","01/10/2021, 22:06:14","01/10/2021, 22:10:32","01/15/2021, 22:05:10"
10969,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/10/2021, 21:36:01","01/10/2021, 21:39:09","01/10/2021, 21:44:20","01/10/2021, 21:48:28","01/10/2021, 21:52:07","01/10/2021, 22:01:59","01/10/2021, 22:12:26","01/10/2021, 22:16:21","01/14/2021, 05:06:14"
10970,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/10/2021, 21:37:39","01/10/2021, 21:43:46","01/10/2021, 21:47:47","01/10/2021, 21:57:36","01/10/2021, 22:00:49","01/10/2021, 22:09:15","01/10/2021, 22:16:24","01/10/2021, 22:32:29","01/18/2021, 14:28:40"
10971,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/10/2021, 22:23:08","01/10/2021, 22:26:39","01/10/2021, 22:30:51","01/10/2021, 22:37:08","01/10/2021, 22:40:51","01/10/2021, 22:48:22","01/10/2021, 22:57:07","01/10/2021, 23:01:37","01/18/2021, 10:27:26"
10972,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/10/2021, 22:42:55","01/10/2021, 22:46:12","01/10/2021, 22:50:40","01/10/2021, 22:58:59","01/10/2021, 23:02:56","01/10/2021, 23:11:40","01/10/2021, 23:23:00","01/10/2021, 23:33:35","01/15/2021, 00:35:20"
10973,Roswell,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/10/2021, 23:03:22","01/10/2021, 23:08:37","01/10/2021, 23:13:15","01/10/2021, 23:18:34","01/10/2021, 23:23:26","01/10/2021, 23:32:44","01/10/2021, 23:39:53","01/10/2021, 23:57:04","01/18/2021, 13:05:44"
10974,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/10/2021, 23:08:34","01/10/2021, 23:13:19","01/10/2021, 23:19:06","01/10/2021, 23:28:11","01/10/2021, 23:33:29","01/10/2021, 23:42:22","01/10/2021, 23:53:07","01/10/2021, 23:57:13","01/14/2021, 23:57:32"
10975,Aurora,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/10/2021, 23:13:09","01/10/2021, 23:18:04","01/10/2021, 23:22:44","01/10/2021, 23:29:37","01/10/2021, 23:34:35","01/10/2021, 23:43:40","01/10/2021, 23:55:50","01/10/2021, 23:59:36","01/15/2021, 18:17:34"
10976,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/10/2021, 23:23:21","01/10/2021, 23:29:17","01/10/2021, 23:32:53","01/10/2021, 23:41:53","01/10/2021, 23:48:42","01/10/2021, 23:58:23","01/11/2021, 00:09:10","01/11/2021, 00:16:58","01/16/2021, 02:29:24"
10977,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/10/2021, 23:26:58","01/10/2021, 23:33:44","01/10/2021, 23:38:58","01/10/2021, 23:45:18","01/10/2021, 23:48:50","01/10/2021, 23:55:50","01/11/2021, 00:05:06","01/11/2021, 00:08:49","01/20/2021, 08:09:08"
10978,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/10/2021, 23:27:28","01/10/2021, 23:32:12","01/10/2021, 23:35:46","01/10/2021, 23:43:13","01/10/2021, 23:47:46","01/10/2021, 23:54:45","01/11/2021, 00:05:06","01/11/2021, 00:08:37","01/15/2021, 00:00:00"
10979,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/10/2021, 23:56:32","01/11/2021, 00:01:29","01/11/2021, 00:07:10","01/11/2021, 00:15:41","01/11/2021, 00:18:17","01/11/2021, 00:26:02","01/11/2021, 00:34:10","01/11/2021, 00:37:12","01/15/2021, 11:07:19"
10980,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/11/2021, 00:01:31","01/11/2021, 00:06:11","01/11/2021, 00:11:28","01/11/2021, 00:19:10","01/11/2021, 00:23:17","01/11/2021, 00:30:39","01/11/2021, 00:39:41","01/11/2021, 00:43:52","01/16/2021, 05:59:02"
10981,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/11/2021, 00:27:46","01/11/2021, 00:30:03","01/11/2021, 00:34:49","01/11/2021, 00:44:28","01/11/2021, 00:48:30","01/11/2021, 00:55:39","01/11/2021, 01:06:34","01/11/2021, 01:09:47","01/16/2021, 18:39:57"
10982,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/11/2021, 00:29:24","01/11/2021, 00:35:02","01/11/2021, 00:39:55","01/11/2021, 00:49:23","01/11/2021, 00:52:26","01/11/2021, 01:01:53","01/11/2021, 01:12:58","01/11/2021, 01:16:25","01/21/2021, 10:53:09"
10983,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/11/2021, 00:42:52","01/11/2021, 00:44:52","01/11/2021, 00:50:11","01/11/2021, 00:59:28","01/11/2021, 01:03:39","01/11/2021, 01:09:41","01/11/2021, 01:18:50","01/11/2021, 01:30:35","01/16/2021, 01:50:47"
10984,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/11/2021, 00:54:29","01/11/2021, 01:00:08","01/11/2021, 01:04:39","01/11/2021, 01:12:13","01/12/2021, 01:29:28","01/12/2021, 01:39:26","01/12/2021, 01:49:29","01/12/2021, 01:53:18","01/20/2021, 09:29:20"
10985,Area 51,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/11/2021, 01:04:16","01/11/2021, 01:09:27","01/11/2021, 01:13:35","01/11/2021, 01:24:19","01/11/2021, 01:29:41","01/11/2021, 01:39:46","01/11/2021, 01:50:56","01/11/2021, 01:54:57","01/16/2021, 04:04:52"
10986,Area 51,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/11/2021, 01:39:14","01/11/2021, 01:43:32","01/11/2021, 01:47:55","01/11/2021, 01:58:33","01/11/2021, 02:04:02","01/11/2021, 02:11:53","01/15/2021, 09:18:28","01/15/2021, 09:22:18","01/21/2021, 04:04:19"
10987,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/11/2021, 01:40:16","01/11/2021, 01:46:47","01/11/2021, 01:50:53","01/11/2021, 01:56:45","01/11/2021, 02:01:59","01/11/2021, 02:09:25","01/11/2021, 02:18:04","01/11/2021, 02:21:59","01/14/2021, 17:34:48"
10988,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/11/2021, 02:07:38","01/11/2021, 02:11:21","01/11/2021, 02:18:10","01/11/2021, 02:23:40","01/11/2021, 02:30:09","01/11/2021, 02:38:54","01/11/2021, 02:48:05","01/11/2021, 02:52:00","01/14/2021, 23:20:44"
10989,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/11/2021, 02:50:15","01/11/2021, 02:57:53","01/11/2021, 03:02:20","01/11/2021, 03:10:40","01/11/2021, 03:14:44","01/11/2021, 03:23:58","01/11/2021, 03:35:09","01/11/2021, 03:38:56","01/19/2021, 15:50:04"
10990,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/11/2021, 03:13:11","01/11/2021, 03:18:20","01/11/2021, 03:24:24","01/14/2021, 04:09:48","01/14/2021, 04:13:45","01/14/2021, 04:22:31","01/14/2021, 04:34:17","01/14/2021, 04:38:29","01/21/2021, 17:24:17"
10991,Aurora,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/11/2021, 03:20:21","01/11/2021, 03:24:26","01/11/2021, 03:28:51","01/11/2021, 03:36:44","01/11/2021, 03:42:09","01/11/2021, 03:49:10","01/11/2021, 04:00:30","01/11/2021, 04:03:16","01/15/2021, 18:48:35"
10992,Aurora,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/11/2021, 04:08:04","01/11/2021, 04:13:05","01/11/2021, 04:17:45","01/11/2021, 04:27:58","01/11/2021, 04:32:42","01/11/2021, 04:40:13","01/11/2021, 04:49:38","01/11/2021, 04:53:22","01/19/2021, 20:42:17"
10993,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/11/2021, 04:23:43","01/11/2021, 04:31:19","01/11/2021, 04:34:00","01/11/2021, 04:43:34","01/11/2021, 04:49:46","01/11/2021, 04:59:08","01/11/2021, 05:09:14","01/11/2021, 05:13:03","01/15/2021, 18:33:26"
10994,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/11/2021, 04:32:24","01/11/2021, 04:36:09","01/11/2021, 04:40:00","01/11/2021, 04:47:32","01/11/2021, 04:52:51","01/11/2021, 05:02:29","01/11/2021, 05:12:08","01/11/2021, 05:15:42","01/15/2021, 14:25:20"
10995,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/11/2021, 04:37:03","01/11/2021, 04:40:22","01/11/2021, 04:43:13","01/11/2021, 04:50:00","01/11/2021, 04:55:16","01/11/2021, 05:02:44","01/11/2021, 05:10:51","01/11/2021, 05:14:01","01/19/2021, 22:00:52"
10996,Roswell,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/11/2021, 04:40:23","01/11/2021, 04:46:52","01/11/2021, 04:51:55","01/11/2021, 04:56:10","01/11/2021, 05:01:26","01/11/2021, 05:08:32","01/11/2021, 05:16:58","01/11/2021, 05:24:30","01/15/2021, 15:10:48"
10997,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/11/2021, 04:51:27","01/11/2021, 04:57:08","01/11/2021, 05:00:50","01/11/2021, 05:06:54","01/11/2021, 05:10:59","01/11/2021, 05:20:35","01/11/2021, 05:30:06","01/11/2021, 05:42:30","01/18/2021, 20:50:33"
10998,Area 51,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/11/2021, 04:58:34","01/11/2021, 05:02:44","01/11/2021, 05:06:14","01/11/2021, 05:12:59","01/11/2021, 05:15:59","01/11/2021, 05:23:33","01/11/2021, 05:35:13","01/11/2021, 05:37:55","01/15/2021, 13:31:57"
10999,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/11/2021, 05:46:36","01/11/2021, 05:48:56","01/11/2021, 05:53:11","01/11/2021, 06:04:43","01/11/2021, 06:08:58","01/11/2021, 06:16:09","01/11/2021, 06:25:49","01/11/2021, 06:29:14","01/16/2021, 07:24:23"
11000,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/11/2021, 06:00:22","01/11/2021, 06:04:13","01/11/2021, 06:08:36","01/11/2021, 06:18:47","01/11/2021, 06:24:00","01/11/2021, 06:33:01","01/11/2021, 06:44:03","01/11/2021, 06:47:07","01/17/2021, 19:50:08"
11001,Roswell,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/11/2021, 06:05:59","01/11/2021, 06:10:28","01/11/2021, 06:14:59","01/11/2021, 06:23:18","01/11/2021, 06:28:24","01/11/2021, 06:36:57","01/11/2021, 06:48:27","01/11/2021, 06:59:00","01/16/2021, 09:16:25"
11002,Area 51,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/11/2021, 06:32:45","01/11/2021, 06:38:57","01/11/2021, 06:43:36","01/11/2021, 06:53:30","01/11/2021, 06:59:13","01/11/2021, 07:05:56","01/15/2021, 03:02:23","01/15/2021, 03:05:44","01/20/2021, 19:50:05"
11003,Roswell,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/11/2021, 07:06:05","01/11/2021, 07:12:09","01/11/2021, 07:16:59","01/11/2021, 07:24:18","01/11/2021, 07:28:03","01/11/2021, 07:35:16","01/11/2021, 07:46:31","01/11/2021, 08:01:54","01/17/2021, 17:39:30"
11004,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/11/2021, 07:12:27","01/11/2021, 07:19:41","01/11/2021, 07:23:26","01/11/2021, 07:31:48","01/11/2021, 07:37:33","01/11/2021, 07:45:00","01/11/2021, 07:56:23","01/11/2021, 08:01:50","01/17/2021, 01:18:46"
11005,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/11/2021, 07:16:53","01/11/2021, 07:22:00","01/11/2021, 07:26:13","01/11/2021, 07:36:05","01/11/2021, 07:40:26","01/11/2021, 07:48:45","01/11/2021, 07:58:19","01/11/2021, 08:01:44","01/18/2021, 21:39:21"
11006,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/11/2021, 07:43:00","01/11/2021, 07:47:30","01/11/2021, 07:51:48","01/11/2021, 07:59:02","01/11/2021, 08:05:06","01/11/2021, 08:12:38","01/11/2021, 08:20:44","01/11/2021, 08:35:07","01/17/2021, 06:48:29"
11007,Aurora,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/11/2021, 07:47:31","01/11/2021, 07:52:02","01/11/2021, 07:55:23","01/11/2021, 08:00:29","01/11/2021, 08:03:58","01/11/2021, 08:12:11","01/11/2021, 08:20:49","01/11/2021, 08:23:41","01/16/2021, 22:59:20"
11008,Roswell,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/11/2021, 08:25:09","01/11/2021, 08:31:31","01/11/2021, 08:36:18","01/11/2021, 08:45:05","01/11/2021, 08:48:28","01/11/2021, 08:56:19","01/11/2021, 09:05:57","01/11/2021, 09:12:34","01/20/2021, 14:45:47"
11009,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/11/2021, 08:27:48","01/11/2021, 08:33:53","01/11/2021, 08:39:10","01/11/2021, 08:46:58","01/11/2021, 08:51:28","01/11/2021, 08:59:09","01/11/2021, 09:09:45","01/11/2021, 09:22:22","01/16/2021, 14:10:09"
11010,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/11/2021, 08:30:34","01/11/2021, 08:35:46","01/11/2021, 08:40:29","01/11/2021, 08:49:51","01/11/2021, 08:54:30","01/11/2021, 09:01:54","01/11/2021, 09:11:35","01/11/2021, 09:28:42","01/19/2021, 18:48:22"
11011,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/11/2021, 08:47:20","01/11/2021, 08:52:15","01/11/2021, 08:56:36","01/11/2021, 09:03:45","01/11/2021, 09:06:45","01/11/2021, 09:15:40","01/11/2021, 09:26:23","01/11/2021, 09:30:19","01/16/2021, 04:14:24"
11012,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/11/2021, 09:18:57","01/11/2021, 09:24:28","01/11/2021, 09:30:00","01/11/2021, 09:38:57","01/12/2021, 09:27:42","01/12/2021, 09:35:23","01/12/2021, 09:47:15","01/12/2021, 09:50:49","01/16/2021, 15:58:56"
11013,Roswell,HyperDrive Carriers,Chimera 2080,Ghidora 12,"01/11/2021, 09:39:16","01/11/2021, 09:43:20","01/11/2021, 09:48:20","01/14/2021, 12:46:00","01/14/2021, 12:51:20","01/14/2021, 12:59:19","01/14/2021, 13:09:16","01/14/2021, 13:14:43","01/21/2021, 21:33:54"
11014,Roswell,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/11/2021, 10:10:02","01/11/2021, 10:14:48","01/11/2021, 10:18:45","01/11/2021, 10:24:46","01/11/2021, 10:28:00","01/11/2021, 10:37:16","01/15/2021, 20:03:14","01/15/2021, 20:16:33","01/22/2021, 18:15:05"
11015,Area 51,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/11/2021, 10:10:32","01/11/2021, 10:16:12","01/11/2021, 10:20:45","01/11/2021, 10:29:02","01/11/2021, 10:34:58","01/11/2021, 10:44:05","01/11/2021, 10:51:50","01/11/2021, 10:55:48","01/15/2021, 04:53:33"
11016,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/11/2021, 10:59:27","01/11/2021, 11:04:07","01/11/2021, 11:08:27","01/11/2021, 11:16:44","01/11/2021, 11:19:05","01/11/2021, 11:25:33","01/11/2021, 11:34:14","01/11/2021, 11:37:09","01/17/2021, 00:38:53"
11017,Area 51,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/11/2021, 11:08:43","01/11/2021, 11:14:46","01/11/2021, 11:19:14","01/11/2021, 11:26:10","01/11/2021, 11:29:39","01/11/2021, 11:39:57","01/15/2021, 18:58:41","01/15/2021, 19:02:04","01/22/2021, 10:59:32"
11018,Roswell,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/11/2021, 11:24:20","01/11/2021, 11:32:00","01/11/2021, 11:37:44","01/11/2021, 11:42:40","01/11/2021, 11:46:59","01/11/2021, 11:55:06","01/11/2021, 12:04:30","01/11/2021, 12:13:33","01/18/2021, 06:27:43"
11019,Area 51,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/11/2021, 11:39:41","01/11/2021, 11:44:32","01/11/2021, 11:48:46","01/11/2021, 11:57:24","01/11/2021, 12:02:12","01/11/2021, 12:12:01","01/11/2021, 12:20:34","01/11/2021, 12:23:29","01/14/2021, 17:03:05"
11020,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/11/2021, 12:10:53","01/11/2021, 12:16:49","01/11/2021, 12:22:01","01/11/2021, 12:30:40","01/11/2021, 12:35:12","01/11/2021, 12:44:00","01/11/2021, 12:53:25","01/11/2021, 13:06:38","01/15/2021, 11:00:56"
11021,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/11/2021, 12:17:58","01/11/2021, 12:21:32","01/11/2021, 12:25:08","01/11/2021, 12:32:15","01/11/2021, 12:36:40","01/11/2021, 12:44:57","01/11/2021, 12:56:28","01/11/2021, 12:59:31","01/14/2021, 12:06:15"
11022,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/11/2021, 12:26:14","01/11/2021, 12:29:27","01/11/2021, 12:32:25","01/11/2021, 12:40:36","01/11/2021, 12:44:22","01/11/2021, 12:53:06","01/11/2021, 13:03:38","01/11/2021, 13:08:11","01/20/2021, 15:40:02"
11023,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/11/2021, 12:33:23","01/11/2021, 12:38:16","01/11/2021, 12:43:06","01/11/2021, 12:50:17","01/11/2021, 12:55:44","01/11/2021, 13:04:00","01/11/2021, 13:13:06","01/11/2021, 13:25:41","01/16/2021, 05:45:07"
11024,Roswell,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/11/2021, 12:36:28","01/11/2021, 12:42:37","01/11/2021, 12:47:37","01/14/2021, 02:39:16","01/14/2021, 02:44:46","01/14/2021, 02:54:07","01/14/2021, 02:58:27","01/14/2021, 03:13:05","01/18/2021, 03:39:19"
11025,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/11/2021, 12:43:18","01/11/2021, 12:47:32","01/11/2021, 12:52:05","01/11/2021, 12:59:25","01/11/2021, 13:03:36","01/11/2021, 13:12:07","01/11/2021, 13:22:00","01/11/2021, 13:25:12","01/21/2021, 10:14:46"
11026,Aurora,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/11/2021, 13:17:59","01/11/2021, 13:21:46","01/11/2021, 13:26:43","01/15/2021, 01:27:51","01/15/2021, 01:32:45","01/15/2021, 01:39:26","01/18/2021, 17:45:47","01/18/2021, 17:48:20","01/24/2021, 11:33:36"
11027,Roswell,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/11/2021, 13:52:01","01/11/2021, 13:56:08","01/11/2021, 14:00:26","01/11/2021, 14:10:50","01/11/2021, 14:15:11","01/11/2021, 14:22:37","01/11/2021, 14:31:19","01/11/2021, 14:43:55","01/16/2021, 01:56:27"
11028,Aurora,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/11/2021, 14:22:30","01/11/2021, 14:28:27","01/11/2021, 14:33:23","01/11/2021, 14:39:27","01/11/2021, 14:43:08","01/11/2021, 14:49:45","01/11/2021, 14:58:18","01/11/2021, 15:01:55","01/16/2021, 14:35:59"
11029,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/11/2021, 14:27:37","01/11/2021, 14:33:08","01/11/2021, 14:36:03","01/11/2021, 14:45:06","01/11/2021, 14:49:34","01/11/2021, 14:58:03","01/11/2021, 15:09:18","01/11/2021, 15:20:13","01/16/2021, 19:56:41"
11030,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/11/2021, 14:41:23","01/11/2021, 14:48:12","01/11/2021, 14:54:13","01/11/2021, 14:57:18","01/11/2021, 15:03:22","01/11/2021, 15:11:31","01/11/2021, 15:20:19","01/11/2021, 15:37:35","01/20/2021, 08:14:36"
11031,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/11/2021, 14:46:04","01/11/2021, 14:51:42","01/11/2021, 14:56:34","01/11/2021, 15:04:36","01/11/2021, 15:11:08","01/11/2021, 15:17:46","01/11/2021, 15:25:27","01/11/2021, 15:32:34","01/16/2021, 01:04:43"
11032,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/11/2021, 14:48:11","01/11/2021, 14:51:21","01/11/2021, 14:55:49","01/11/2021, 15:04:40","01/11/2021, 15:08:49","01/11/2021, 15:17:20","01/11/2021, 15:27:51","01/11/2021, 15:32:12","01/17/2021, 19:23:45"
11033,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/11/2021, 14:51:33","01/11/2021, 14:54:34","01/11/2021, 14:58:41","01/11/2021, 15:06:44","01/11/2021, 15:10:14","01/11/2021, 15:20:00","01/11/2021, 15:27:45","01/11/2021, 15:41:43","01/17/2021, 19:53:45"
11034,Aurora,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/11/2021, 15:16:31","01/11/2021, 15:21:32","01/11/2021, 15:26:05","01/11/2021, 15:33:19","01/11/2021, 15:36:36","01/11/2021, 15:44:44","01/11/2021, 15:53:45","01/11/2021, 15:57:49","01/16/2021, 21:38:55"
11035,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/11/2021, 15:24:32","01/11/2021, 15:30:32","01/11/2021, 15:34:48","01/11/2021, 15:41:33","01/11/2021, 15:45:04","01/11/2021, 15:50:46","01/11/2021, 16:01:24","01/11/2021, 16:18:49","01/20/2021, 13:39:06"
11036,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/11/2021, 15:28:15","01/11/2021, 15:34:00","01/11/2021, 15:38:53","01/11/2021, 15:45:23","01/11/2021, 15:51:20","01/11/2021, 15:59:59","01/11/2021, 16:08:02","01/11/2021, 16:10:11","01/15/2021, 11:41:30"
11037,Area 51,WarpSpeed Delivery,Chimera 2080,Mothra 4,"01/11/2021, 15:39:52","01/11/2021, 15:45:14","01/11/2021, 15:48:50","01/11/2021, 15:56:02","01/11/2021, 16:00:43","01/11/2021, 16:09:05","01/15/2021, 19:04:07","01/15/2021, 19:07:39","01/21/2021, 02:40:13"
